Date,Close,Volume,sentiment
2008-10-15,42.330002,10146800.0,0.0
2008-12-08,42.849998,13096400.0,1.0
2008-12-24,40.119999,1753500.0,1.0
2009-01-15,40.959999,8464900.0,0.0
2009-01-23,41.98,5755600.0,0.0
2009-02-12,39.860001,6028900.0,1.0
2009-03-25,37.060001,12446200.0,1.0
2009-04-01,35.439999,9288800.0,1.0
2009-06-03,48.369999,4700000.0,1.0
2009-06-08,52.830002,7957400.0,1.0
2009-06-19,48.439999,7032600.0,1.0
2009-06-22,46.900002,5198500.0,1.0
2009-06-29,42.650002,5514600.0,0.6666666666666666
2009-07-08,39.549999,8800400.0,1.0
2009-07-23,41.95000099999999,13617700.0,0.875
2009-07-24,42.369999,5068000.0,0.75
2009-08-18,43.779999,5444200.0,1.0
2009-08-21,45.869999,5529800.0,1.0
2009-08-25,48.25,8247900.0,0.0
2009-09-16,52.360001,5101400.0,1.0
2009-09-24,51.790001,5351900.0,0.0
2009-10-01,52.110001,6606000.0,1.0
2009-10-22,51.07,6375000.0,0.5
2009-10-23,49.889998999999996,5856700.0,0.6666666666666666
2009-10-26,48.290001,7427700.0,1.0
2009-10-28,47.220001,6909800.0,0.0
2011-03-30,73.800003,3875400.0,1.0
2011-03-31,73.93,4199200.0,0.8
2011-04-04,73.949997,3697100.0,1.0
2011-04-05,73.230003,5217600.0,0.5
2011-04-06,73.720001,4803600.0,1.0
2011-04-15,72.599998,4176600.0,1.0
2011-04-25,74.900002,2524200.0,0.6666666666666666
2011-04-28,78.550003,7359700.0,0.5
2011-04-29,79.779999,8050400.0,0.3333333333333333
2011-05-02,79.529999,5633300.0,0.0
2011-05-10,79.949997,3852400.0,1.0
2011-06-28,72.089996,3837900.0,1.0
2011-07-20,72.07,8026000.0,0.5
2011-07-22,72.669998,2921300.0,0.5
2011-09-28,61.919998,4695500.0,0.5
2011-10-06,61.48,5565900.0,0.6666666666666666
2011-10-31,65.790001,6879500.0,1.0
2012-04-10,70.599998,5339000.0,0.0
2012-04-20,73.550003,4302100.0,1.0
2012-04-24,73.209999,3664500.0,1.0
2012-05-18,69.150002,5597400.0,1.0
2012-05-23,71.57,4222700.0,1.0
2012-06-11,70.110001,4369400.0,1.0
2012-06-26,70.93,2757600.0,1.0
2012-07-03,74.269997,2166200.0,1.0
2012-07-19,74.860001,4543200.0,1.0
2012-08-09,74.279999,2387500.0,1.0
2012-08-15,73.07,3278200.0,0.0
2012-09-05,71.919998,4946900.0,1.0
2012-09-07,72.889999,3080400.0,1.0
