Date,Close,Volume,sentiment
2008-10-09,24.319462,31355416.0,1.0
2008-10-17,25.501202,22442208.0,1.0
2009-01-27,28.099154,33535418.0,1.0
2009-02-25,26.776731,25712318.0,0.0
2009-03-26,28.643129,24173010.0,0.0
2009-04-06,30.978474,19507639.0,1.0
2009-04-07,29.74984,15480723.0,1.0
2009-05-11,27.96785,13835219.0,1.0
2009-06-11,27.902199,13383460.0,1.0
2009-06-24,28.88698,15230160.0,0.0
2009-07-02,28.30549,13544673.0,0.0
2009-07-10,26.842382,13454364.0,1.0
2009-07-15,27.517662,19160263.0,0.0
2009-07-16,27.667727000000003,11735077.0,1.0
2009-07-17,27.752136,11478117.0,0.5
2009-07-20,27.920956,11135006.0,0.5
2009-08-03,30.040585,15165974.0,1.0
2009-09-01,28.483688,16416975.0,1.0
2009-09-02,28.267975,11492831.0,0.0
2009-09-03,28.361763,11416170.0,0.5
2009-09-09,28.971392,16324320.0,1.0
2009-09-23,28.024122,25808385.0,1.0
2009-09-30,28.3899,19299832.0,1.0
2009-10-13,27.217539,23546496.0,0.6
2009-10-15,27.301949,17030907.0,1.0
2009-10-16,27.104992,22814747.0,1.0
2009-10-19,27.161264,20967726.0,0.0
2009-10-28,28.089775,52723830.0,0.6666666666666666
2009-10-30,27.752136,26035810.0,1.0
2010-07-20,26.67,21387100.0,0.0
2011-04-15,37.849998,11291200.0,0.6666666666666666
2011-04-27,38.25,18152600.0,0.0
2011-07-18,36.709999,10904600.0,0.0
2011-07-19,36.970001,15761000.0,0.4
2011-08-22,34.82,15379100.0,1.0
2011-09-01,35.880001,19053000.0,0.0
2011-10-17,36.939999,9835300.0,1.0
2011-11-14,37.0,16871100.0,1.0
2011-12-05,38.049999,13423100.0,1.0
2011-12-07,38.310001,12139300.0,0.0
2011-12-27,39.990002,7743200.0,1.0
2012-01-11,38.900002,12331400.0,0.0
2012-01-12,38.919998,9181400.0,1.0
2012-02-06,38.139999,14942200.0,1.0
2012-02-07,37.919998,12474300.0,1.0
2012-02-08,37.919998,9500800.0,1.0
2012-02-17,38.459999,12110000.0,1.0
2012-02-24,38.139999,9693000.0,1.0
2012-03-29,38.07,18848600.0,1.0
2012-03-30,38.23,12023200.0,0.0
2012-04-05,37.66,11684800.0,1.0
2012-04-11,37.380001,12492900.0,0.0
2012-04-12,37.549999,9954200.0,1.0
2012-04-17,37.740002,10289400.0,0.6666666666666666
2012-04-18,37.66,8141500.0,0.3333333333333333
2012-04-19,38.150002,18471000.0,0.0
2012-04-20,38.73,19323600.0,0.0
2012-04-23,38.57,14942900.0,1.0
2012-04-24,39.5,22388200.0,0.5
2012-04-27,40.23,11015700.0,0.5
2012-04-30,40.380001,11164400.0,0.5
2012-05-01,40.560001,15162200.0,1.0
2012-05-02,40.599998,12051900.0,0.5
2012-05-04,40.259998,9941600.0,0.0
2012-05-07,40.529999,12062700.0,0.0
2012-05-08,40.549999,11314400.0,1.0
2012-05-09,40.25,10516100.0,0.0
2012-05-10,40.549999,11277800.0,0.5
2012-05-11,41.16,15428200.0,0.5
2012-05-14,40.889999,14553100.0,0.0
2012-05-30,41.419998,11066700.0,1.0
2012-05-31,41.639999,11666300.0,1.0
2012-06-07,41.639999,17128900.0,1.0
2012-06-12,42.939999,13461900.0,1.0
2012-06-14,43.75,14132000.0,1.0
2012-06-19,43.73,12433300.0,0.0
2012-07-03,44.950001,8305700.0,1.0
2012-07-12,44.669998,11238300.0,1.0
2012-07-16,45.27,8267700.0,1.0
2012-07-18,45.889999,20617400.0,0.0
2012-07-19,44.540001000000004,25532900.0,1.0
2012-07-20,44.490002,17099600.0,0.6666666666666666
2012-07-25,43.720001,9595000.0,1.0
2012-08-09,44.34,8486900.0,1.0
2012-08-10,44.599998,8546500.0,0.5
2012-08-13,44.27,6282900.0,1.0
2012-08-15,44.189999,7008300.0,0.5
2012-09-05,43.799999,14183800.0,1.0
2012-10-03,46.279999,11907200.0,0.0
2012-10-18,45.779999,21680900.0,0.0
2012-10-23,44.07,11363700.0,1.0
2012-11-27,42.98,13495000.0,0.0
2013-01-22,42.939999,30231800.0,1.0
2013-01-23,42.790001,16208000.0,0.6666666666666666
2013-02-06,44.75,15116100.0,0.0
2013-02-07,44.459999,8837200.0,1.0
2013-02-14,44.330002,14665900.0,0.5
2013-02-19,44.5,9638000.0,1.0
2013-03-15,48.02,16834000.0,0.5
2013-03-28,49.150002,13567000.0,0.0
2013-04-02,49.5,12082000.0,1.0
2013-04-04,49.299999,37100800.0,0.0
2013-04-19,52.25,14594900.0,0.5
2013-04-23,52.32,10363400.0,0.0
2013-04-25,53.220001,19142700.0,0.0
2013-05-02,52.529999,12878400.0,0.0
2013-05-06,52.049999,7315600.0,1.0
2013-05-08,53.110001,7373300.0,1.0
2013-05-16,53.200001,7685600.0,1.0
2013-05-24,51.389999,6583800.0,1.0
2013-06-10,50.529999,9617400.0,1.0
2013-06-14,51.07,12020500.0,1.0
2013-06-17,50.709999,9886600.0,1.0
2013-07-12,50.41,12701400.0,0.0
2013-07-15,49.959999,10592900.0,1.0
2013-07-17,50.740002,8543900.0,1.0
2013-07-18,49.970001,12949700.0,0.0
2013-07-19,49.950001,12332200.0,1.0
2013-07-22,50.27,8792400.0,1.0
2013-07-23,50.360001,6755700.0,1.0
2013-08-06,50.09,5225500.0,0.0
2013-08-07,49.93,5366300.0,0.3333333333333333
2013-08-12,49.650002,5507700.0,1.0
2013-08-14,48.889999,7391900.0,0.0
2013-08-15,48.540001,6610600.0,1.0
2013-08-16,47.709999,15381800.0,1.0
2013-09-04,46.779999,26556600.0,1.0
2013-09-06,46.34,13434300.0,0.0
2013-09-11,46.52,16048000.0,0.5
2013-09-12,47.349998,18127800.0,1.0
2013-09-13,47.759998,16631800.0,1.0
2013-09-17,48.57,10265600.0,1.0
2013-09-20,47.779999,15178200.0,0.5
2013-09-25,46.950001,13291600.0,1.0
2013-09-26,47.669998,10233200.0,1.0
2013-10-08,46.049999,15794300.0,0.5
2013-10-09,46.200001,13270800.0,1.0
2013-10-10,46.860001,11555100.0,1.0
2013-10-14,46.810001,10940400.0,0.0
2013-10-17,48.900002,29363600.0,0.6
2013-10-21,50.580002,14398500.0,1.0
2013-10-23,50.82,11362000.0,0.0
