Date,Close,Volume,sentiment
2008-10-29,23.0,111701800.0,0.0
2008-11-03,22.620001,61923500.0,1.0
2008-12-09,20.6,80484900.0,0.0
2009-02-26,16.42,83219500.0,1.0
2009-04-16,19.76,67688700.0,0.0
2009-05-29,20.889999,46134900.0,1.0
2009-06-09,22.08,50887700.0,0.5
2009-06-11,22.83,65124600.0,0.0
2009-06-23,23.34,56752700.0,0.0
2009-06-24,23.469999,54287700.0,0.5
2009-06-25,23.790001,57724300.0,0.0
2009-06-26,23.35,65126400.0,1.0
2009-07-22,24.799999,66192500.0,0.75
2009-07-27,23.110001,80950000.0,0.6
2009-08-10,23.42,35261900.0,1.0
2009-08-14,23.690001,46330200.0,0.16666666666666666
2009-08-27,24.690001,45495600.0,0.6
2009-08-28,24.68,55808000.0,1.0
2009-09-08,24.82,53737100.0,0.0
2009-09-09,24.780001,49900300.0,1.0
2009-09-15,25.200001,44716600.0,1.0
2009-09-18,25.26,68016500.0,0.25
2009-09-24,25.940001,56302900.0,1.0
2009-09-28,25.83,44358000.0,1.0
2009-09-30,25.719999,63533400.0,0.0
2009-10-21,26.579999999999995,61672700.0,0.6666666666666666
2010-01-27,29.67,63949500.0,1.0
2010-07-19,25.23,38181800.0,0.0
2011-04-01,25.48,63114200.0,0.5
2011-04-27,26.379999,52689000.0,0.8571428571428571
2011-04-29,25.92,319317900.0,1.0
2011-07-20,27.059999,49795400.0,0.0
2011-07-27,27.33,71488700.0,1.0
2011-10-17,26.98,39453300.0,0.0
2011-11-22,24.790001,49204500.0,1.0
2012-03-16,32.599998,65626400.0,1.0
2012-04-25,32.200001,62495500.0,1.0
2012-04-30,32.02,35697200.0,1.0
2012-06-05,28.51,45715400.0,1.0
2012-07-26,29.16,45301400.0,1.0
2012-08-09,30.5,24920800.0,0.5
2012-09-06,31.35,48371700.0,1.0
2012-09-13,30.940001000000002,45047300.0,0.6
2012-09-17,31.209999,36488500.0,1.0
2012-09-27,30.16,47129900.0,1.0
2012-10-01,29.49,54042700.0,1.0
2012-10-02,29.66,43338900.0,1.0
2012-10-11,28.950001,41488500.0,0.5
2012-10-24,27.9,53320400.0,1.0
2012-10-25,27.879999,54084300.0,0.3333333333333333
2012-11-06,29.860001,43401500.0,1.0
2012-11-28,27.360001,53018400.0,1.0
2012-12-13,27.110001,45080100.0,0.0
2012-12-14,26.809999,42077500.0,0.0
2012-12-19,27.309999,53519900.0,0.0
2013-01-08,26.549999,44703100.0,1.0
2013-01-09,26.700001,49047900.0,0.6666666666666666
2013-01-16,27.040001,41077400.0,1.0
2013-01-17,27.25,51685900.0,0.5
2013-01-18,27.25,52167700.0,1.0
2013-01-22,27.15,58650600.0,1.0
2013-01-25,27.879999,81847700.0,1.0
2013-01-28,27.91,56056500.0,0.0
2013-01-30,27.85,43580500.0,0.75
2013-01-31,27.450001,50530000.0,0.5
2013-02-08,27.549999,33318500.0,1.0
2013-02-11,27.860001,32247700.0,0.5
2013-02-13,28.030001,41715600.0,0.0
2013-02-14,28.040001,32663200.0,1.0
2013-02-27,27.809999,36394700.0,0.5
2013-03-05,28.35,41432200.0,0.5
2013-03-08,28.0,37667800.0,1.0
2013-03-12,27.91,39255200.0,1.0
2013-03-13,27.92,29093400.0,0.5
2013-03-14,28.139999,55914800.0,0.0
2013-03-15,28.040001,92710300.0,1.0
2013-03-18,28.1,44809400.0,0.0
2013-03-19,28.18,51901600.0,1.0
2013-03-21,28.110001,34233200.0,1.0
2013-04-02,28.799999,28456500.0,1.0
2013-04-05,28.700001,50927300.0,0.0
2013-04-08,28.59,34759500.0,1.0
2013-04-22,30.83,137904000.0,0.5
2013-04-24,31.76,90946600.0,0.5
2013-04-25,31.940001,110700200.0,1.0
2013-04-26,31.790001,47799300.0,0.0
2013-04-29,32.610001,59116400.0,1.0
2013-05-03,33.490002,46784600.0,0.0
2013-05-17,34.869999,60666700.0,0.0
2013-05-24,34.27,33174400.0,0.0
2013-05-29,34.880001,38412200.0,0.0
2013-05-31,34.900002,56165700.0,0.0
2013-06-03,35.59,51252600.0,0.0
2013-06-04,34.990002,65529500.0,0.0
2013-06-13,34.720001,45654900.0,0.0
2013-06-14,34.400002,53192600.0,0.0
2013-06-17,35.0,49670100.0,0.75
2013-06-18,34.98,28616500.0,1.0
2013-06-21,33.27,85338500.0,0.5
2013-06-24,33.720001,56109000.0,1.0
2013-06-25,33.669998,44073400.0,0.0
2013-06-27,34.619999,28993100.0,0.0
2013-07-01,34.360001,31055400.0,0.0
2013-07-02,33.939999,37630000.0,1.0
2013-07-09,34.349998,25318500.0,1.0
2013-07-12,35.669998,35501200.0,1.0
2013-07-15,36.169998,34142600.0,1.0
2013-07-22,32.009998,79040700.0,1.0
2013-07-23,31.82,65810400.0,1.0
2013-07-25,31.389999,63213000.0,0.5
2013-07-30,31.85,45799500.0,1.0
2013-08-14,32.349998,48519600.0,1.0
2013-08-22,32.389999,31169900.0,1.0
2013-08-26,34.150002,72786800.0,1.0
2013-08-27,33.259998,58522300.0,1.0
2013-09-09,31.66,49628500.0,1.0
2013-09-23,32.740002,39826100.0,1.0
2013-10-23,33.759998,58600500.0,0.0
2013-10-24,33.720001,53209700.0,0.5
2013-11-18,37.200001,53277500.0,0.0
2013-11-20,37.080002,32229900.0,0.0
2013-12-03,38.310001,52109800.0,0.0
2013-12-04,38.939999,51983600.0,1.0
2013-12-17,36.52,45687700.0,0.5
2013-12-19,36.25,34160100.0,0.0
2014-01-21,36.169998,31567300.0,1.0
2014-01-24,36.810001,76395500.0,1.0
2014-01-29,36.66,52745900.0,1.0
2014-02-12,37.470001,27051800.0,1.0
2014-02-13,37.610001,37635500.0,0.0
2014-02-18,37.419998,32834000.0,0.0
2014-02-19,37.509998,29750400.0,0.0
2014-02-21,37.98,38021300.0,1.0
2014-02-24,37.689999,32085100.0,0.0
2014-02-27,37.860001,33903400.0,0.0
