Close,Volume,sentiment
19.059999,55706700.0,1.0
17.66,97058200.0,0.0
17.940001,55885900.0,0.6666666666666666
21.83,23839100.0,0.0
21.52,27264100.0,0.5
24.24,78569900.0,1.0
24.360001,33779400.0,1.0
25.559999,27954800.0,1.0
26.379999,77049400.0,1.0
24.48,130110100.0,0.0
24.32,43650200.0,0.0
23.690001,23926000.0,1.0
22.709999,30465600.0,0.0
21.690001,18372000.0,1.0
22.85,69832400.0,1.0
22.27,153739400.0,0.0
21.57,37292900.0,1.0
22.870001,38895200.0,1.0
24.48,65262600.0,0.0
24.540001,63790200.0,0.5
23.26,25172900.0,1.0
25.110001,42258800.0,0.0
27.5,26722300.0,0.0
27.68,26655100.0,0.0
28.209999,21802500.0,1.0
27.969999,18370100.0,0.0
28.15,34910900.0,1.0
27.09,48928100.0,1.0
27.129999,20464500.0,1.0
29.17,16484100.0,1.0
28.889999,22463800.0,1.0
29.209999,27045200.0,1.0
29.35,38264000.0,0.5
29.76,23953000.0,1.0
28.950001,25877100.0,0.0
28.93,20959000.0,1.0
28.790001,21041300.0,1.0
27.459999,31236800.0,1.0
27.790001,20623100.0,1.0
25.940001,25032300.0,1.0
26.07,21245300.0,0.0
25.879999,25409600.0,1.0
27.23,33758200.0,1.0
27.959999,14486000.0,1.0
27.83,38135900.0,0.0
27.48,28143700.0,1.0
27.49,15350200.0,1.0
26.73,24127400.0,1.0
27.309999,14204900.0,1.0
22.51,36896100.0,1.0
26.6,18655100.0,1.0
26.9,19020100.0,1.0
28.33,43132400.0,1.0
28.190001,15762900.0,1.0
27.370001,27361700.0,1.0
26.65,25921300.0,0.0
26.719999,32345500.0,1.0
27.57,50174600.0,1.0
29.1,16167100.0,0.0
29.030001,18244200.0,0.0
28.959999,19279700.0,1.0
28.65,30738600.0,0.0
29.219999,19415600.0,1.0
28.690001,25184400.0,1.0
28.719999,24844000.0,0.0
29.43,22045200.0,1.0
29.76,19332200.0,1.0
29.82,17800400.0,1.0
29.91,17484900.0,1.0
31.01,19019900.0,0.0
31.120001,23399700.0,1.0
30.71999900000001,55071200.0,0.5
30.480000000000004,48710500.0,0.5833333333333334
30.52,25131300.0,0.6666666666666666
30.629999,28680000.0,0.0
30.98,23493600.0,0.3333333333333333
31.059999,24474700.0,0.0
31.290001,22917100.0,1.0
31.35,21106200.0,1.0
31.540001,17794800.0,0.5
31.440001,20418800.0,0.0
31.58,15980500.0,0.3333333333333333
31.469999,19913700.0,1.0
31.0,24262900.0,0.5
30.84,37416300.0,1.0
31.360001,21169400.0,1.0
31.66,20261900.0,0.5
31.339999999999996,20442200.0,1.0
31.48,18045400.0,0.0
31.5,15841000.0,1.0
31.719999,30380600.0,0.0
31.5,14070500.0,1.0
31.35,18460400.0,1.0
31.040001,19412000.0,1.0
30.17,24286600.0,1.0
30.18,20545100.0,0.0
30.35,14830900.0,1.0
30.15,15140500.0,1.0
30.34,15257800.0,1.0
30.379999,16926200.0,1.0
30.59,19946800.0,1.0
30.190001,18524000.0,1.0
30.940001,23061100.0,1.0
31.0,19399800.0,1.0
31.0,38345000.0,1.0
31.370001,22917600.0,0.5
31.700001,24160200.0,0.5
31.569999999999997,27097100.0,0.5333333333333333
30.049999,75252300.0,0.5714285714285714
30.18,38748600.0,0.75
30.049999,27481700.0,1.0
29.889999,26769300.0,1.0
29.709999,24496800.0,0.5
30.09,17678900.0,0.0
29.92,21468900.0,1.0
29.82,26224900.0,1.0
29.25,27069500.0,1.0
29.530001,20865800.0,0.0
30.059999,21362000.0,1.0
