Close,Volume,sentiment
15.68,70833600.0,1.0
18.76,46899600.0,1.0
19.93,48804700.0,1.0
19.559999,53493800.0,1.0
19.370001,39476400.0,0.75
19.57,64725300.0,1.0
20.83,164972400.0,1.0
20.180000000000003,67829000.0,0.6363636363636364
19.110001,92276300.0,1.0
18.889999,66146600.0,1.0
19.68,77009600.0,1.0
20.23,64782200.0,1.0
20.32,37596600.0,0.0
20.120001,43215700.0,1.0
19.24,49130500.0,1.0
19.4,42994500.0,0.5
19.389999,52428500.0,0.0
19.34,46706900.0,0.6666666666666666
19.200001,48593600.0,1.0
19.99,63988900.0,1.0
20.01,53660100.0,0.0
20.15,43211800.0,1.0
19.98,35705000.0,1.0
19.799999,43142500.0,1.0
20.1,30573800.0,1.0
20.6,54041500.0,1.0
20.83,48234700.0,0.4
21.48,150821600.0,1.0
19.91,116302400.0,0.0
19.4,96053900.0,1.0
19.02,90931100.0,1.0
19.469999,88711700.0,0.3333333333333333
19.35,62563200.0,1.0
19.650000000000002,69454100.0,1.0
19.690001,56250600.0,0.75
20.059999,58837300.0,1.0
20.84,42613600.0,1.0
20.82,40760000.0,0.0
20.870001,38730600.0,0.0
20.629999,48789400.0,0.5714285714285714
20.530001,47795300.0,1.0
20.700001,59399000.0,1.0
20.530001,62750100.0,0.6666666666666666
20.790001,45879700.0,0.5
21.190001,58435600.0,0.0
21.27,39584500.0,1.0
22.01,123060900.0,1.0
22.200001,54458500.0,1.0
21.99,77998500.0,1.0
22.24,47405700.0,1.0
22.24,45700500.0,1.0
22.290001,45983800.0,1.0
22.309999,40824500.0,0.6666666666666666
22.549999,45528700.0,0.5
24.0,71310800.0,1.0
24.120001,65991400.0,0.75
23.799999,73899300.0,0.6666666666666666
24.040001,56963700.0,1.0
23.35,78937600.0,0.5
23.49,59059400.0,1.0
22.84,81864000.0,1.0
23.26,55449900.0,1.0
21.309999,139360500.0,1.0
22.549999,112607400.0,1.0
22.02,64550400.0,0.0
21.43,76636100.0,1.0
20.790001,106551000.0,0.5
20.700001,85666800.0,1.0
21.76,83236800.0,1.0
21.18,57164500.0,1.0
21.809999,61537200.0,1.0
20.309999,65435200.0,1.0
19.93,58981200.0,1.0
20.549999,57168300.0,1.0
20.889999,68877500.0,1.0
21.49,43764600.0,0.0
21.4,64872600.0,1.0
21.190001,48844300.0,1.0
20.809999,61352400.0,1.0
20.030001,94683200.0,0.5
20.360001,54468400.0,1.0
19.790001,79050800.0,0.6666666666666666
19.48,60697600.0,1.0
20.1,65407600.0,1.0
20.24,52843800.0,1.0
21.59,63430400.0,1.0
21.65,72666400.0,1.0
21.26,71775300.0,0.5714285714285714
21.780001,74465500.0,1.0
21.690001,62115500.0,1.0
21.709999,50929500.0,0.0
21.58,53975800.0,0.75
21.030001,83811400.0,1.0
21.15,50316200.0,0.0
20.67,44475000.0,0.5
20.65,46082800.0,1.0
19.469999,48721100.0,1.0
19.59,58982400.0,1.0
18.9,159900400.0,0.5
18.700001,71954400.0,1.0
18.48,63350600.0,1.0
18.370001,135184300.0,1.0
18.139999,73611500.0,1.0
18.280001,53192100.0,1.0
18.43,59143200.0,1.0
18.120001,58636500.0,0.0
17.9,101747000.0,1.0
17.969999,68814700.0,1.0
