Date,Close,Volume,anger,fear,negative,positive,sadness,trust,anticipation,joy,disgust,surprise,anticip,word_count
2012-09-13,30.940001000000002,45047300.0,0.0,0.0,0.02750582750582748,0.011188811188811178,0.0051282051282051195,0.0,0.03484848484848484,0.0,0.0,0.0051282051282051195,0.0,12.0
2012-09-17,31.209999,36488500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
2012-09-27,30.16,47129900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
2012-10-01,29.49,54042700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2012-10-02,29.66,43338900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
2012-10-11,28.950001,41488500.0,0.0,0.0,0.0,0.01041666666666665,0.0,0.01041666666666665,0.01041666666666665,0.0,0.0,0.0,0.0,14.0
2012-10-24,27.9,53320400.0,0.0,0.0,0.011479591836734675,0.02593537414965985,0.00255102040816325,0.0085034013605442,0.00255102040816325,0.00255102040816325,0.0,0.0,0.0,13.0
2012-10-25,27.879999,54084300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.666666666666667
2012-11-06,29.860001,43401500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2012-11-28,27.360001,53018400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2012-12-13,27.110001,45080100.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
2012-12-14,26.809999,42077500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
2012-12-19,27.309999,53519900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2013-01-08,26.549999,44703100.0,0.0,0.0,0.0769230769230769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
