date,title,anger,fear,negative,positive,sadness,trust,anticipation,joy,disgust,surprise,anticip,word_count
2020-02-11,"Trading The Sprint-T-Mobile Merger: PreMarket Prep Recap For Feb. 11, 2020",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
2020-02-10,T-Mobile & Sprint Shares Jump As Court To Reportedly Rule In Favor Of Merger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
2020-02-07,White House dismisses idea of U S  buying Nokia  Ericsson to challenge Huawei,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
2020-02-06,Huawei sues Verizon over patents  Verizon blasts  PR stunt ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
2020-02-06,Chinese telecoms giant Huawei sues Verizon for patent infringement,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
2020-02-06,Verizon slams Huawei lawsuit   A sneak attack on our company and our nation ,0.016483516483516484,0.016483516483516484,0.016483516483516484,0.0,0.005494505494505494,0.005494505494505494,0.0,0.0,0.005494505494505494,0.010989010989010988,0.0,13
2020-02-06,"Huawei to Sue Verizon for Patent Infringement, Including Network Communications Technology",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2020-02-06,Verizon Reports 100M Share Buyback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2020-02-05,What s In Store For Digital Turbine  APPS  In Q3 Earnings ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
2020-02-05,Baby Yoda powers Disney streaming subscriptions to fast start,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,9
2020-02-04,"Disney Streaming Service Tops 26M Subscribers, Company Beats Earnings Estimates",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
2020-02-03,"Credit Suisse Downgrades Verizon Communications to Neutral, Announces $65 Price Target",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
2020-02-03,"Verizon Exec Talks 'First 5G Super Bowl,' Musk Downplays 5G Health Scare",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
2020-02-03,Convicted former WorldCom CEO Ebbers dead at 78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
2020-02-03,Obituary  Bernard Ebbers  convicted of orchestrating WorldCom fraud  dead at 78,0.045454545454545456,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
2020-02-03,"Benzinga's Top Upgrades, Downgrades For February 3, 2020",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
2020-02-03,"UPDATE: Credit Suisse Downgrades Verizon Communications to Neutral, Announces $65 Price Target Notes 'with a current lack of catalysts and a valuation that is not attracting new investors, we see limited potential for shares near-term.'",0.006097560975609756,0.0,0.012195121951219513,0.0,0.006097560975609756,0.0,0.0,0.0,0.0,0.0,0.0,41
2020-02-01,FCC plans to take action over wireless real time location data disclosures,0.010416666666666666,0.0,0.0,0.03125,0.0,0.010416666666666666,0.020833333333333332,0.0,0.0,0.010416666666666666,0.0,12
2020-02-01,Verizon s Slow and Steady Machine Ends 2019 on a High Note  Still a Top Dividend Stock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
2020-01-31,Verizon s Adding Subscribers  but Not Profits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
2020-01-30,"14 Stocks To Watch For January 30, 2020",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
2020-01-30,Verizon Sees 2020 Earnings up 2  4  Amid High Investment Costs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
2020-01-30,"Verizon Communications Q4 Adj. EPS $1.13 Misses $1.14 Estimate, Sales $34.775B Beat $34.64B Estimate",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
2020-01-30,"A Peek Into The Markets: US Stock Futures Tumble Ahead Of Earnings, GDP Data",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
2020-01-30,"FTC Has Warned Phone Cos. Against Assisting Robocalls, Sent Letters To 19 Unnamed Internet-Based Providers",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
2020-01-30,Does Verizon Deserve More Credit for Its Q4 Report ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
2020-01-30,Verizon Reports Mixed Q4 Earnings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2020-01-30,"Earnings Scheduled For January 30, 2020",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
2020-01-30,"Verizon Sees FY20 Adj. EPS Growth 2-4% Year Over Year, Sales Growth In Low To Mind Single Digit Range",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
2020-01-30,Verizon Communications Inc  VZ  Q4 2019 Earnings Call Transcript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
2020-01-29,Verizon Communications  VZ  Misses Q4 Earnings Estimates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
2020-01-29,Verizon Q4 Earnings Preview,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2020-01-28,Verizon Wins RootMetrics Overall Network Performance Award For Record 13th Consecutive Time,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2020-01-27,Verizon Partners With Dignitas To Leverage 5G In Esports,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
2020-01-27,"Going Viral: Stocks On Their Back As Virus Spreads Heading Into Key Earnings, Fed Week",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
2020-01-27,Sprint loses fewer subscribers than expected on cheaper phone plans,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10
2020-01-26,What Are the Odds Verizon Becomes the New King of Sports Betting ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2020-01-26,3 Classic Tech ETFs to be Tested by Earnings Reports This Week,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
2020-01-26,"Barron's Picks And Pans: BioMarin, Caesars, Royal Caribbean And More",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
2020-01-24,Malaysian rights group sues Singapore minister over  fake news  directive,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2020-01-24,Verizon  Dignitas team on 5G esports training facility,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,8
2020-01-24,Earnings Showdown: Telecom Giants AT&T And Verizon Battle It Out Amid 5G Rollout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
2020-01-23,Verizon Communications  VZ  Earnings Expected To Grow  Should You Buy ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2020-01-23,Verizon launching co branded credit card,0.0,0.0,0.0,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,6
2020-01-22,AT T s  Unique Scale  Bumps Stock Up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8
2020-01-22,Deutsche Bank starts AT T at Buy  Verizon at Hold,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10
2020-01-22,Singapore rebuts illegal hanging report  serves fake news notices,0.020202020202020204,0.020202020202020204,0.0303030303030303,0.0,0.020202020202020204,0.0,0.0,0.0,0.020202020202020204,0.0,0.0,9
2020-01-16,Cincinnati Bell YouTube TV Boost On Demand Streaming Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9
